대여소_ID,주간,시간대,대여건수,반납건수,총이용건수,잔여자전거수
ST-126,평일,1,1,1,2,1
ST-126,평일,2,0,0,0,1
ST-126,평일,3,0,2,2,1
ST-126,평일,4,0,0,0,3
ST-126,평일,5,2,4,6,0
ST-126,평일,6,26,33,59,6
ST-126,평일,7,48,81,129,14
ST-126,평일,8,117,139,256,47
ST-126,평일,9,84,115,199,67
ST-126,평일,10,43,47,90,90
ST-126,평일,11,102,79,181,108
ST-126,평일,12,81,74,155,80
ST-126,평일,13,56,82,138,67
ST-126,평일,14,61,54,115,165
ST-126,평일,15,62,49,111,261
ST-126,평일,16,106,52,158,259
ST-126,평일,17,143,103,246,148
ST-126,평일,18,218,96,314,134
ST-126,평일,19,53,39,92,31
ST-126,평일,20,33,30,63,16
ST-126,평일,21,48,45,93,10
ST-126,평일,22,21,17,38,2
ST-126,평일,23,4,11,15,5
ST-128,주말,0,0,0,0,0
ST-128,주말,1,0,0,0,0
ST-128,주말,2,0,0,0,0
ST-128,주말,3,0,0,0,0
ST-128,주말,4,0,0,0,0
ST-128,주말,6,0,0,0,0
ST-128,주말,7,0,0,0,0
ST-128,주말,8,0,0,0,0
ST-128,주말,9,0,0,0,0
ST-128,주말,10,0,0,0,0
ST-128,주말,11,0,0,0,0
ST-128,주말,12,0,0,0,0
ST-128,주말,13,0,0,0,0
ST-128,주말,14,0,0,0,0
ST-128,주말,15,0,0,0,0
ST-128,주말,16,0,0,0,0
ST-128,주말,17,0,0,0,0
ST-128,주말,18,0,0,0,0
ST-128,주말,19,0,0,0,0
ST-128,주말,20,0,0,0,0
ST-128,주말,21,0,0,0,0
ST-128,주말,22,0,0,0,0
ST-128,주말,23,0,0,0,0
ST-128,평일,0,0,0,0,0
ST-128,평일,1,0,0,0,0
ST-128,평일,2,0,0,0,0
ST-128,평일,3,0,0,0,0
ST-128,평일,4,0,0,0,0
ST-128,평일,6,0,0,0,0
ST-128,평일,7,0,0,0,0
ST-128,평일,8,0,0,0,0
ST-128,평일,9,0,0,0,0
ST-128,평일,10,0,0,0,0
ST-128,평일,11,0,0,0,0
ST-128,평일,12,0,0,0,0
ST-128,평일,13,0,0,0,0
ST-128,평일,14,0,0,0,0
ST-128,평일,15,0,0,0,0
ST-128,평일,16,0,0,0,0
ST-128,평일,17,0,0,0,0
ST-128,평일,18,0,0,0,0
ST-128,평일,19,0,0,0,0
ST-128,평일,20,0,0,0,0
ST-128,평일,21,0,0,0,0
ST-128,평일,22,0,0,0,0
ST-128,평일,23,0,0,0,0
ST-129,주말,0,0,0,0,0
ST-129,주말,1,0,0,0,0
ST-129,주말,2,0,0,0,0
ST-129,주말,3,0,0,0,0
ST-129,주말,4,0,0,0,0
ST-129,주말,6,0,0,0,0
ST-129,주말,7,0,0,0,0
ST-129,주말,8,0,0,0,0
ST-129,주말,9,0,0,0,0
ST-129,주말,10,0,0,0,0
ST-129,주말,11,0,0,0,0
ST-129,주말,12,0,0,0,0
ST-129,주말,13,0,0,0,0
ST-129,주말,14,0,0,0,0
ST-129,주말,15,0,0,0,0
ST-129,주말,16,0,0,0,0
ST-129,주말,17,0,0,0,0
ST-129,주말,18,0,0,0,0
ST-129,주말,19,0,0,0,0
ST-129,주말,20,0,0,0,0
ST-129,주말,21,0,0,0,0
ST-129,주말,22,0,0,0,0
ST-129,주말,23,0,0,0,0
ST-129,평일,0,0,0,0,0
ST-129,평일,1,0,0,0,0
ST-129,평일,2,0,0,0,0
ST-129,평일,3,0,0,0,0
ST-129,평일,4,0,0,0,0
ST-129,평일,6,0,0,0,0
ST-129,평일,7,0,0,0,0
ST-129,평일,8,0,0,0,0
ST-129,평일,9,0,0,0,0
ST-129,평일,10,0,0,0,0
ST-129,평일,11,0,0,0,0
ST-129,평일,12,0,0,0,0
ST-129,평일,13,0,0,0,0
ST-129,평일,14,0,0,0,0
ST-129,평일,15,0,0,0,0
ST-129,평일,16,0,0,0,0
ST-129,평일,17,0,0,0,0
ST-129,평일,18,0,0,0,0
ST-129,평일,19,0,0,0,0
ST-129,평일,20,0,0,0,0
ST-129,평일,21,0,0,0,0
ST-129,평일,22,0,0,0,0
ST-129,평일,23,0,0,0,0
ST-134,주말,0,4,0,4,4
ST-134,주말,1,1,1,2,2
ST-134,주말,2,0,0,0,1
ST-134,주말,3,0,0,0,1
ST-134,주말,4,0,0,0,1
ST-134,주말,5,0,1,1,0
ST-134,주말,6,1,5,6,2
ST-134,주말,7,2,3,5,6
ST-134,주말,8,2,2,4,7
ST-134,주말,9,5,8,13,7
ST-134,주말,10,7,5,12,10
ST-134,주말,11,6,5,11,8
ST-134,주말,12,10,10,20,11
ST-134,주말,13,10,17,27,9
ST-134,주말,14,12,17,29,18
ST-134,주말,15,26,15,41,25
ST-134,주말,16,16,18,34,6
ST-134,주말,17,29,26,55,13
ST-134,주말,18,27,26,53,6
ST-134,주말,19,8,7,15,5
ST-134,주말,20,4,6,10,5
ST-134,주말,21,14,8,22,8
ST-134,주말,22,3,7,10,3
ST-134,주말,23,8,8,16,5
ST-134,평일,0,3,3,6,0
ST-134,평일,1,6,4,10,0
ST-134,평일,2,4,6,10,1
ST-134,평일,3,2,1,3,3
ST-134,평일,4,1,0,1,3
ST-134,평일,5,1,0,1,0
ST-134,평일,6,18,30,48,2
ST-134,평일,7,44,108,152,13
ST-134,평일,8,68,256,324,78
ST-134,평일,9,55,70,125,275
ST-134,평일,10,33,34,67,299
ST-134,평일,11,125,62,187,354
ST-134,평일,12,65,83,148,251
ST-134,평일,13,66,57,123,266
ST-134,평일,14,75,57,132,256
ST-134,평일,15,58,44,102,226
ST-134,평일,16,79,64,143,216
ST-134,평일,17,148,64,212,183
ST-134,평일,18,217,116,333,80
ST-134,평일,19,68,59,127,18
ST-134,평일,20,39,25,64,14
ST-134,평일,21,21,16,37,4
ST-134,평일,22,7,9,16,1
ST-134,평일,23,5,2,7,4
ST-136,주말,0,1,0,1,3
ST-136,주말,1,2,4,6,2
ST-136,주말,2,1,0,1,3
ST-136,주말,3,0,0,0,3
ST-136,주말,4,0,0,0,3
ST-136,주말,6,0,1,1,3
ST-136,주말,7,1,6,7,4
ST-136,주말,8,5,11,16,8
ST-136,주말,9,6,13,19,14
ST-136,주말,10,12,5,17,25
ST-136,주말,11,12,14,26,16
ST-136,주말,12,16,21,37,17
ST-136,주말,13,25,28,53,26
ST-136,주말,14,24,33,57,33
ST-136,주말,15,19,27,46,40
ST-136,주말,16,49,46,95,43
ST-136,주말,17,40,28,68,41
ST-136,주말,18,24,23,47,25
ST-136,주말,19,32,18,50,22
ST-136,주말,20,13,9,22,11
ST-136,주말,21,7,7,14,8
ST-136,주말,22,3,1,4,8
ST-136,주말,23,1,0,1,5
ST-136,평일,0,3,0,3,4
ST-136,평일,1,0,2,2,3
ST-136,평일,2,3,0,3,4
ST-136,평일,3,0,0,0,2
ST-136,평일,4,0,0,0,2
ST-136,평일,5,1,3,4,0
ST-136,평일,6,7,18,25,4
ST-136,평일,7,21,121,142,15
ST-136,평일,8,96,207,303,113
ST-136,평일,9,79,107,186,222
ST-136,평일,10,78,64,142,240
ST-136,평일,11,125,106,231,288
ST-136,평일,12,104,95,199,245
ST-136,평일,13,96,86,182,223
ST-136,평일,14,77,84,161,213
ST-136,평일,15,109,91,200,223
ST-136,평일,16,81,104,185,206
ST-136,평일,17,197,105,302,208
ST-136,평일,18,212,127,339,110
ST-136,평일,19,70,48,118,44
ST-136,평일,20,37,24,61,24
ST-136,평일,21,27,14,41,10
ST-136,평일,22,7,6,13,2
ST-136,평일,23,4,5,9,1
ST-137,주말,0,4,1,5,6
ST-137,주말,1,4,2,6,7
ST-137,주말,2,2,0,2,5
ST-137,주말,3,0,1,1,5
ST-137,주말,4,0,0,0,4
ST-137,주말,5,0,2,2,0
ST-137,주말,6,2,1,3,6
ST-137,주말,7,0,4,4,5
ST-137,주말,8,2,7,9,8
ST-137,주말,9,6,14,20,20
ST-137,주말,10,9,12,21,32
ST-137,주말,11,7,9,16,30
ST-137,주말,12,10,18,28,32
ST-137,주말,13,17,10,27,42
ST-137,주말,14,14,11,25,39
ST-137,주말,15,20,8,28,34
ST-137,주말,16,13,20,33,22
ST-137,주말,17,29,17,46,24
ST-137,주말,18,21,26,47,17
ST-137,주말,19,19,17,36,19
ST-137,주말,20,12,8,20,17
ST-137,주말,21,19,7,26,12
ST-137,주말,22,6,8,14,4
ST-137,주말,23,2,5,7,2
ST-137,평일,0,2,1,3,2
ST-137,평일,1,1,3,4,2
ST-137,평일,2,5,2,7,2
ST-137,평일,3,5,5,10,1
ST-137,평일,4,0,0,0,1
ST-137,평일,5,12,29,41,0
ST-137,평일,6,8,21,29,18
ST-137,평일,7,14,45,59,31
ST-137,평일,8,66,130,196,67
ST-137,평일,9,47,73,120,134
ST-137,평일,10,45,80,125,148
ST-137,평일,11,78,75,153,203
ST-137,평일,12,80,85,165,214
ST-137,평일,13,94,55,149,185
ST-137,평일,14,80,73,153,152
ST-137,평일,15,69,106,175,143
ST-137,평일,16,58,68,126,191
ST-137,평일,17,118,65,183,170
ST-137,평일,18,174,72,246,119
ST-137,평일,19,68,42,110,29
ST-137,평일,20,21,17,38,4
ST-137,평일,21,23,23,46,6
ST-137,평일,22,19,19,38,5
ST-137,평일,23,3,14,17,4
ST-138,주말,0,1,2,3,6
ST-138,주말,1,3,0,3,7
ST-138,주말,2,0,0,0,5
ST-138,주말,3,0,0,0,5
ST-138,주말,4,0,0,0,5
ST-138,주말,5,0,1,1,0
ST-138,주말,6,2,3,5,6
ST-138,주말,7,2,7,9,7
ST-138,주말,8,4,9,13,11
ST-138,주말,9,5,12,17,17
ST-138,주말,10,8,7,15,24
ST-138,주말,11,9,18,27,25
ST-138,주말,12,10,5,15,28
ST-138,주말,13,20,10,30,24
ST-138,주말,14,20,15,35,16
ST-138,주말,15,11,21,32,11
ST-138,주말,16,25,17,42,21
ST-138,주말,17,15,15,30,12
ST-138,주말,18,22,20,42,14
ST-138,주말,19,6,6,12,11
ST-138,주말,20,5,3,8,7
ST-138,주말,21,4,4,8,7
ST-138,주말,22,3,4,7,7
ST-138,주말,23,2,4,6,10
ST-138,평일,0,1,2,3,3
ST-138,평일,1,3,2,5,6
ST-138,평일,2,1,0,1,3
ST-138,평일,3,0,0,0,3
ST-138,평일,4,0,0,0,3
ST-138,평일,5,1,15,16,0
ST-138,평일,6,20,36,56,17
ST-138,평일,7,34,32,66,34
ST-138,평일,8,49,37,86,30
ST-138,평일,9,15,38,53,17
ST-138,평일,10,31,40,71,40
ST-138,평일,11,30,33,63,56
ST-138,평일,12,35,39,74,64
ST-138,평일,13,31,28,59,62
ST-138,평일,14,45,39,84,60
ST-138,평일,15,24,39,63,48
ST-138,평일,16,43,41,84,63
ST-138,평일,17,75,48,123,50
ST-138,평일,18,78,59,137,14
ST-138,평일,19,38,39,77,16
ST-138,평일,20,28,21,49,11
ST-138,평일,21,16,11,27,9
ST-138,평일,22,6,2,8,6
ST-138,평일,23,1,0,1,0
ST-139,주말,0,0,0,0,0
ST-139,주말,1,0,0,0,0
ST-139,주말,2,0,0,0,0
ST-139,주말,3,0,0,0,0
ST-139,주말,4,0,0,0,0
ST-139,주말,6,0,0,0,0
ST-139,주말,7,0,0,0,0
ST-139,주말,8,0,0,0,0
ST-139,주말,9,0,0,0,0
ST-139,주말,10,0,0,0,0
ST-139,주말,11,0,0,0,0
ST-139,주말,12,0,0,0,0
ST-139,주말,13,0,0,0,0
ST-139,주말,14,0,0,0,0
ST-139,주말,15,0,0,0,0
ST-139,주말,16,0,0,0,0
ST-139,주말,17,0,0,0,0
ST-139,주말,18,0,0,0,0
ST-139,주말,19,0,0,0,0
ST-139,주말,20,0,0,0,0
ST-139,주말,21,0,0,0,0
ST-139,주말,22,0,0,0,0
ST-139,주말,23,0,0,0,0
ST-139,평일,0,0,0,0,0
ST-139,평일,1,0,0,0,0
ST-139,평일,2,0,0,0,0
ST-139,평일,3,0,0,0,0
ST-139,평일,4,0,0,0,0
ST-139,평일,6,0,0,0,0
ST-139,평일,7,0,0,0,0
ST-139,평일,8,0,0,0,0
ST-139,평일,9,0,0,0,0
ST-139,평일,10,0,0,0,0
ST-139,평일,11,0,0,0,0
ST-139,평일,12,0,0,0,0
ST-139,평일,13,0,0,0,0
ST-139,평일,14,0,0,0,0
ST-139,평일,15,0,0,0,0
ST-139,평일,16,0,0,0,0
ST-139,평일,17,0,0,0,0
ST-139,평일,18,0,0,0,0
ST-139,평일,19,0,0,0,0
ST-139,평일,20,0,0,0,0
ST-139,평일,21,0,0,0,0
ST-139,평일,22,0,0,0,0
ST-139,평일,23,0,0,0,0
ST-140,주말,0,6,1,7,10
ST-140,주말,1,0,0,0,6
ST-140,주말,2,1,1,2,6
ST-140,주말,3,0,0,0,6
ST-140,주말,4,0,0,0,6
ST-140,주말,6,0,0,0,6
ST-140,주말,7,1,1,2,6
ST-140,주말,8,3,2,5,6
ST-140,주말,9,2,12,14,5
ST-140,주말,10,6,15,21,15
ST-140,주말,11,11,13,24,17
ST-140,주말,12,17,12,29,15
ST-140,주말,13,12,11,23,20
ST-140,주말,14,10,12,22,22
ST-140,주말,15,16,31,47,22
ST-140,주말,16,14,27,41,40
ST-140,주말,17,29,24,53,47
ST-140,주말,18,26,21,47,41
ST-140,주말,19,19,16,35,37
ST-140,주말,20,12,2,14,30
ST-140,주말,21,5,5,10,23
ST-140,주말,22,4,2,6,24
ST-140,주말,23,3,5,8,23
ST-140,평일,0,3,4,7,12
ST-140,평일,1,2,0,2,12
ST-140,평일,2,0,0,0,11
ST-140,평일,3,2,1,3,10
ST-140,평일,4,4,2,6,10
ST-140,평일,5,0,3,3,0
ST-140,평일,6,1,7,8,11
ST-140,평일,7,16,31,47,17
ST-140,평일,8,40,147,187,32
ST-140,평일,9,27,30,57,139
ST-140,평일,10,16,38,54,143
ST-140,평일,11,44,61,105,163
ST-140,평일,12,62,51,113,196
ST-140,평일,13,56,39,95,163
ST-140,평일,14,38,32,70,153
ST-140,평일,15,42,52,94,146
ST-140,평일,16,60,72,132,155
ST-140,평일,17,101,59,160,162
ST-140,평일,18,167,76,243,100
ST-140,평일,19,50,30,80,32
ST-140,평일,20,31,17,48,20
ST-140,평일,21,7,11,18,9
ST-140,평일,22,8,4,12,11
ST-140,평일,23,0,3,3,6
ST-1435,주말,0,13,7,20,13
ST-1435,주말,1,7,3,10,9
ST-1435,주말,2,4,3,7,11
ST-1435,주말,3,1,2,3,8
ST-1435,주말,4,3,1,4,7
ST-1435,주말,5,1,1,2,0
ST-1435,주말,6,1,2,3,7
ST-1435,주말,7,0,2,2,8
ST-1435,주말,8,5,6,11,9
ST-1435,주말,9,4,9,13,10
ST-1435,주말,10,9,6,15,16
ST-1435,주말,11,5,7,12,11
ST-1435,주말,12,13,16,29,14
ST-1435,주말,13,16,19,35,20
ST-1435,주말,14,27,29,56,14
ST-1435,주말,15,30,28,58,21
ST-1435,주말,16,33,64,97,25
ST-1435,주말,17,59,72,131,40
ST-1435,주말,18,74,79,153,60
ST-1435,주말,19,66,37,103,57
ST-1435,주말,20,27,21,48,27
ST-1435,주말,21,25,22,47,21
ST-1435,주말,22,19,19,38,23
ST-1435,주말,23,8,7,15,22
ST-1435,평일,0,12,7,19,5
ST-1435,평일,1,8,6,14,4
ST-1435,평일,2,3,3,6,2
ST-1435,평일,3,2,1,3,2
ST-1435,평일,4,0,5,5,1
ST-1435,평일,5,2,1,3,0
ST-1435,평일,6,11,23,34,6
ST-1435,평일,7,39,44,83,17
ST-1435,평일,8,105,140,245,20
ST-1435,평일,9,73,49,122,43
ST-1435,평일,10,39,59,98,23
ST-1435,평일,11,79,100,179,45
ST-1435,평일,12,66,82,148,63
ST-1435,평일,13,99,115,214,68
ST-1435,평일,14,94,79,173,81
ST-1435,평일,15,94,120,214,89
ST-1435,평일,16,100,115,215,108
ST-1435,평일,17,199,207,406,115
ST-1435,평일,18,266,223,489,105
ST-1435,평일,19,143,98,241,59
ST-1435,평일,20,95,88,183,37
ST-1435,평일,21,57,49,106,25
ST-1435,평일,22,36,33,69,15
ST-1435,평일,23,20,18,38,11
ST-1436,주말,0,4,2,6,69
ST-1436,주말,1,7,7,14,69
ST-1436,주말,2,4,1,5,62
ST-1436,주말,3,1,6,7,59
ST-1436,주말,4,0,3,3,63
ST-1436,주말,5,1,0,1,0
ST-1436,주말,6,5,0,5,65
ST-1436,주말,7,8,0,8,61
ST-1436,주말,8,8,4,12,51
ST-1436,주말,9,13,9,22,60
ST-1436,주말,10,16,15,31,71
ST-1436,주말,11,16,11,27,80
ST-1436,주말,12,11,11,22,80
ST-1436,주말,13,17,9,26,79
ST-1436,주말,14,26,13,39,83
ST-1436,주말,15,19,9,28,100
ST-1436,주말,16,20,17,37,105
ST-1436,주말,17,26,10,36,115
ST-1436,주말,18,19,15,34,94
ST-1436,주말,19,20,5,25,93
ST-1436,주말,20,12,10,22,77
ST-1436,주말,21,5,13,18,81
ST-1436,주말,22,12,17,29,83
ST-1436,주말,23,2,7,9,93
ST-1436,평일,0,21,9,30,144
ST-1436,평일,1,11,7,18,139
ST-1436,평일,2,5,5,10,135
ST-1436,평일,3,2,1,3,133
ST-1436,평일,4,11,2,13,131
ST-1436,평일,5,24,0,24,0
ST-1436,평일,6,34,2,36,96
ST-1436,평일,7,48,8,56,62
ST-1436,평일,8,40,30,70,19
ST-1436,평일,9,27,11,38,32
ST-1436,평일,10,10,4,14,47
ST-1436,평일,11,12,6,18,71
ST-1436,평일,12,15,15,30,68
ST-1436,평일,13,9,13,22,67
ST-1436,평일,14,19,11,30,81
ST-1436,평일,15,22,12,34,132
ST-1436,평일,16,46,24,70,142
ST-1436,평일,17,52,35,87,128
ST-1436,평일,18,82,84,166,103
ST-1436,평일,19,37,63,100,123
ST-1436,평일,20,39,46,85,150
ST-1436,평일,21,53,29,82,166
ST-1436,평일,22,46,29,75,132
ST-1436,평일,23,12,23,35,130
ST-1437,주말,0,0,0,0,2
ST-1437,주말,1,0,1,1,2
ST-1437,주말,2,1,0,1,3
ST-1437,주말,3,0,0,0,2
ST-1437,주말,4,0,1,1,4
ST-1437,주말,6,1,2,3,2
ST-1437,주말,7,0,2,2,3
ST-1437,주말,8,2,3,5,6
ST-1437,주말,9,2,1,3,8
ST-1437,주말,10,2,3,5,12
ST-1437,주말,11,0,4,4,7
ST-1437,주말,12,5,6,11,8
ST-1437,주말,13,9,5,14,14
ST-1437,주말,14,7,9,16,9
ST-1437,주말,15,10,15,25,14
ST-1437,주말,16,10,7,17,14
ST-1437,주말,17,14,12,26,17
ST-1437,주말,18,15,12,27,14
ST-1437,주말,19,6,4,10,11
ST-1437,주말,20,4,3,7,9
ST-1437,주말,21,5,4,9,7
ST-1437,주말,22,3,0,3,5
ST-1437,주말,23,1,0,1,3
ST-1437,평일,0,2,3,5,2
ST-1437,평일,1,4,1,5,1
ST-1437,평일,2,1,1,2,2
ST-1437,평일,3,0,1,1,1
ST-1437,평일,4,0,1,1,4
ST-1437,평일,5,3,4,7,0
ST-1437,평일,6,6,10,16,3
ST-1437,평일,7,16,14,30,7
ST-1437,평일,8,21,38,59,10
ST-1437,평일,9,21,19,40,32
ST-1437,평일,10,27,28,55,38
ST-1437,평일,11,42,19,61,37
ST-1437,평일,12,22,39,61,13
ST-1437,평일,13,32,38,70,41
ST-1437,평일,14,35,26,61,42
ST-1437,평일,15,33,32,65,34
ST-1437,평일,16,47,36,83,33
ST-1437,평일,17,38,32,70,16
ST-1437,평일,18,40,38,78,8
ST-1437,평일,19,25,26,51,14
ST-1437,평일,20,14,16,30,9
ST-1437,평일,21,15,6,21,7
ST-1437,평일,22,7,6,13,1
ST-1437,평일,23,0,3,3,2
ST-1438,주말,0,0,0,0,10
ST-1438,주말,1,0,0,0,10
ST-1438,주말,2,1,0,1,9
ST-1438,주말,3,1,1,2,8
ST-1438,주말,4,1,0,1,8
ST-1438,주말,5,0,2,2,0
ST-1438,주말,6,0,0,0,9
ST-1438,주말,7,0,0,0,9
ST-1438,주말,8,0,0,0,9
ST-1438,주말,9,0,0,0,15
ST-1438,주말,10,1,0,1,15
ST-1438,주말,11,2,0,2,10
ST-1438,주말,12,1,2,3,14
ST-1438,주말,13,3,3,6,15
ST-1438,주말,14,2,0,2,12
ST-1438,주말,15,1,1,2,12
ST-1438,주말,16,1,1,2,18
ST-1438,주말,17,1,2,3,24
ST-1438,주말,18,0,2,2,25
ST-1438,주말,19,6,2,8,28
ST-1438,주말,20,1,3,4,23
ST-1438,주말,21,1,0,1,25
ST-1438,주말,22,1,1,2,23
ST-1438,주말,23,0,0,0,24
ST-1438,평일,0,2,3,5,38
ST-1438,평일,1,1,1,2,38
ST-1438,평일,2,0,0,0,39
ST-1438,평일,3,3,0,3,39
ST-1438,평일,4,1,0,1,36
ST-1438,평일,5,6,2,8,0
ST-1438,평일,6,4,0,4,31
ST-1438,평일,7,13,2,15,25
ST-1438,평일,8,5,2,7,19
ST-1438,평일,9,4,0,4,14
ST-1438,평일,10,3,0,3,9
ST-1438,평일,11,1,0,1,6
ST-1438,평일,12,3,2,5,12
ST-1438,평일,13,1,6,7,13
ST-1438,평일,14,5,0,5,27
ST-1438,평일,15,1,5,6,31
ST-1438,평일,16,9,4,13,46
ST-1438,평일,17,1,0,1,37
ST-1438,평일,18,10,5,15,39
ST-1438,평일,19,7,11,18,38
ST-1438,평일,20,10,5,15,35
ST-1438,평일,21,4,8,12,35
ST-1438,평일,22,6,2,8,35
ST-1438,평일,23,2,3,5,34
ST-1439,주말,0,1,12,13,40
ST-1439,주말,1,8,9,17,51
ST-1439,주말,2,3,10,13,51
ST-1439,주말,3,6,1,7,57
ST-1439,주말,4,3,1,4,51
ST-1439,주말,5,6,0,6,0
ST-1439,주말,6,6,2,8,45
ST-1439,주말,7,17,3,20,41
ST-1439,주말,8,7,3,10,22
ST-1439,주말,9,2,5,7,22
ST-1439,주말,10,12,8,20,25
ST-1439,주말,11,5,20,25,20
ST-1439,주말,12,13,9,22,33
ST-1439,주말,13,10,11,21,25
ST-1439,주말,14,10,17,27,28
ST-1439,주말,15,19,23,42,37
ST-1439,주말,16,21,9,30,42
ST-1439,주말,17,12,16,28,28
ST-1439,주말,18,19,11,30,33
ST-1439,주말,19,10,12,22,26
ST-1439,주말,20,12,9,21,26
ST-1439,주말,21,23,38,61,33
ST-1439,주말,22,22,14,36,44
ST-1439,주말,23,6,14,20,35
ST-1439,평일,0,24,22,46,79
ST-1439,평일,1,16,23,39,83
ST-1439,평일,2,19,18,37,91
ST-1439,평일,3,15,1,16,87
ST-1439,평일,4,10,4,14,66
ST-1439,평일,5,18,4,22,0
ST-1439,평일,6,26,20,46,54
ST-1439,평일,7,29,43,72,39
ST-1439,평일,8,82,74,156,52
ST-1439,평일,9,35,54,89,43
ST-1439,평일,10,45,23,68,54
ST-1439,평일,11,36,49,85,51
ST-1439,평일,12,42,43,85,58
ST-1439,평일,13,31,42,73,58
ST-1439,평일,14,37,41,78,72
ST-1439,평일,15,47,21,68,70
ST-1439,평일,16,43,40,83,49
ST-1439,평일,17,58,43,101,42
ST-1439,평일,18,81,93,174,29
ST-1439,평일,19,76,66,142,35
ST-1439,평일,20,44,32,76,37
ST-1439,평일,21,35,69,104,32
ST-1439,평일,22,44,46,90,60
ST-1439,평일,23,13,39,52,56
ST-1440,주말,0,31,30,61,157
ST-1440,주말,1,27,30,57,157
ST-1440,주말,2,20,19,39,160
ST-1440,주말,3,8,18,26,161
ST-1440,주말,4,15,8,23,170
ST-1440,주말,5,26,6,32,0
ST-1440,주말,6,19,31,50,144
ST-1440,주말,7,19,37,56,156
ST-1440,주말,8,29,34,63,126
ST-1440,주말,9,43,45,88,133
ST-1440,주말,10,45,50,95,152
ST-1440,주말,11,52,49,101,162
ST-1440,주말,12,47,37,84,129
ST-1440,주말,13,52,51,103,188
ST-1440,주말,14,67,65,132,195
ST-1440,주말,15,75,85,160,171
ST-1440,주말,16,96,67,163,186
ST-1440,주말,17,111,91,202,161
ST-1440,주말,18,82,104,186,140
ST-1440,주말,19,77,72,149,157
ST-1440,주말,20,83,63,146,144
ST-1440,주말,21,74,61,135,132
ST-1440,주말,22,54,44,98,114
ST-1440,주말,23,21,35,56,108
ST-1440,평일,0,70,98,168,401
ST-1440,평일,1,122,80,202,447
ST-1440,평일,2,70,43,113,406
ST-1440,평일,3,59,33,92,389
ST-1440,평일,4,124,17,141,352
ST-1440,평일,5,101,42,143,0
ST-1440,평일,6,109,76,185,186
ST-1440,평일,7,181,179,360,158
ST-1440,평일,8,271,234,505,137
ST-1440,평일,9,177,174,351,109
ST-1440,평일,10,164,163,327,102
ST-1440,평일,11,134,108,242,117
ST-1440,평일,12,131,102,233,119
ST-1440,평일,13,119,139,258,125
ST-1440,평일,14,129,137,266,150
ST-1440,평일,15,128,122,250,216
ST-1440,평일,16,197,150,347,198
ST-1440,평일,17,206,236,442,121
ST-1440,평일,18,372,467,839,194
ST-1440,평일,19,262,300,562,248
ST-1440,평일,20,248,260,508,282
ST-1440,평일,21,220,252,472,318
